title,url
【Ruby基礎】初心者が混乱しやすいハッシュの色んな書き方,https://www.youtube.com/embed/opAIvKfo9EM
【Ruby基礎】ifとunlessの使い分けについて,https://www.youtube.com/embed/ELGyMObkyIg
【Ruby基礎】インスタンス変数とは,https://www.youtube.com/embed/5tXUSOkih-0
【Ruby基礎】Railsでも使用するprivateの使い方,https://www.youtube.com/embed/XNk80CL6CJE
【Ruby基礎】引数にデフォルト値を設定すると処理が柔軟になる,https://www.youtube.com/embed/iR857qDUMy8
【Ruby基礎】初心者必見！！！遅咲プログラマーの好きな食べ物を判定するプログラムの作り方,https://www.youtube.com/embed/-hhjtDmN5xg
